station,hour,day_of_week,month,is_weekend,is_holiday,is_peak_hour,crowd_level
Thirumangalam,14,4,4,0,0,0,0.707362531029021
Pachaiyappa's College,3,0,3,0,0,0,0.40206445543752056
Arumbakkam,15,4,8,0,0,0,0.5432041225249405
High Court,8,2,8,0,0,1,0.907311824040182
Alandur,21,5,2,1,0,0,0.6826966292868908
Saidapet,1,0,5,0,0,0,0.21388536628662297
Sir Theagaraya College,22,6,7,1,0,0,0.4728971369493676
AG-DMS,8,5,5,1,0,1,1.0
Anna Nagar Tower,5,3,7,0,0,0,0.24018261858593754
Nehru Park,13,5,12,1,0,0,0.7015178634697536
Koyambedu,19,5,1,1,0,1,1.0
Anna Nagar East,15,1,7,0,0,0,0.5096275748087011
Teynampet,8,3,3,0,0,1,1.0
St. Thomas Mount,0,0,6,0,0,0,0.3285668377494925
Tiruvottiyur,12,5,2,1,0,0,0.6760463596269526
Anna Nagar Tower,19,2,6,0,0,1,1.0
LIC,21,2,9,0,0,0,0.306385638257884
Wimco Nagar Depot,18,4,4,0,0,1,1.0
LIC,12,6,7,1,0,0,0.5512500413167092
Tiruvottiyur,1,0,1,0,0,0,0.25015783555516113
Sir Theagaraya College,23,2,3,0,0,0,0.29473639191003237
Washermanpet,10,3,11,0,1,1,1.0
Teynampet,4,5,3,1,0,0,0.2357564556604735
Sir Theagaraya College,20,5,2,1,0,0,0.4869106131512813
Pachaiyappa's College,9,0,7,0,0,1,1.0
Nehru Park,10,6,9,1,0,1,1.0
Ekkattuthangal,15,2,2,0,0,0,0.6389158673841909
Tiruvottiyur Theradi,12,4,3,0,0,0,0.5089339869313025
St. Thomas Mount,3,5,9,1,0,0,0.5533601922150103
Thousand Lights,16,0,2,0,0,1,1.0
Nehru Park,13,6,6,1,0,0,0.7761092297658077
Teynampet,7,6,7,1,0,1,1.0
Anna Nagar Tower,10,2,7,0,0,1,1.0
Anna Nagar Tower,14,2,10,0,0,0,0.3541009125126896
Washermanpet,8,6,1,1,0,1,1.0
Little Mount,20,1,4,0,0,0,0.26395555587383557
Anna Nagar East,9,4,8,0,0,1,0.907015337355762
Puratchi Thalaivar Dr. M.G. Ramachandran Central,17,2,7,0,0,1,1.0
Meenambakkam,23,5,2,1,0,0,0.274271015230448
Nanganallur Road,9,2,9,0,0,1,1.0
Anna Nagar East,18,5,4,1,0,1,1.0
Ekkattuthangal,6,0,2,0,0,0,0.30972126812104334
Nanganallur Road,3,1,3,0,0,0,0.3131714306581753
St. Thomas Mount,1,0,7,0,0,0,0.21098519372852884
Egmore,10,4,11,0,0,1,1.0
Wimco Nagar,10,3,12,0,0,1,1.0
High Court,18,6,10,1,0,1,1.0
Tiruvottiyur,4,3,10,0,0,0,0.2532611980428044
Vadapalani,19,6,7,1,0,1,1.0
Guindy,10,0,6,0,0,1,0.8082150480788641
Government Estate,4,3,3,0,0,0,0.39232198199132795
Washermanpet,21,6,11,1,0,0,0.6050305736704228
Meenambakkam,14,5,6,1,0,0,0.7627652824130935
Nandanam,14,3,9,0,0,0,0.33724627937741325
Little Mount,19,2,9,0,0,1,0.9518907071676972
St. Thomas Mount,20,0,5,0,0,0,0.4967751001202405
Nandanam,0,3,12,0,1,0,0.5772804944963749
Anna Nagar Tower,19,5,12,1,0,1,1.0
Nanganallur Road,17,1,12,0,0,1,0.9221121190746632
LIC,15,2,3,0,0,0,0.5208972557901381
Chennai International Airport,9,0,1,0,0,1,1.0
Tollgate,14,6,4,1,0,0,0.656088641455566
Mannadi,8,0,3,0,0,1,0.9856771075014594
Ashok Nagar,3,0,6,0,0,0,0.19366543514964743
Kaladipet,18,3,1,0,1,1,1.0
Kilpauk,17,1,10,0,0,1,1.0
Tondiarpet,2,2,10,0,0,0,0.2673952217901434
Washermanpet,17,1,9,0,0,1,0.9797234849221081
AG-DMS,0,2,12,0,0,0,0.10375082610503912
Chennai International Airport,8,6,7,1,0,1,1.0
Washermanpet,5,6,1,1,0,0,0.5052765945564549
Koyambedu,23,2,2,0,0,0,0.17140536763818928
Nehru Park,8,5,7,1,0,1,1.0
Nehru Park,9,6,2,1,0,1,1.0
Meenambakkam,13,5,9,1,0,0,0.5890786189418232
Tondiarpet,14,2,4,0,0,0,0.3687735811482518
Puratchi Thalaivar Dr. M.G. Ramachandran Central,21,5,7,1,0,0,0.2919765975825536
Sir Theagaraya College,5,2,7,0,0,0,0.3458264513202135
Tondiarpet,3,3,3,0,0,0,0.2546928499264254
Sir Theagaraya College,2,6,10,1,1,0,0.7337951770576406
Nandanam,2,1,8,0,0,0,0.2952587308092933
Anna Nagar Tower,19,0,7,0,0,1,1.0
Nehru Park,0,2,12,0,0,0,0.21322088526572833
Tiruvottiyur,21,4,3,0,0,0,0.14041607647226706
Tiruvottiyur,8,2,8,0,0,1,0.9197925376358397
Vadapalani,4,0,2,0,0,0,0.4727032523214253
Little Mount,1,5,9,1,0,0,0.5021628426323685
Thousand Lights,1,3,12,0,0,0,0.31587677452706164
Meenambakkam,4,6,11,1,0,0,0.27747805460144886
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,20,1,5,0,0,0,0.3428740511237177
Anna Nagar Tower,15,1,4,0,0,0,0.6591234287363099
Wimco Nagar Depot,21,4,4,0,0,0,0.21002839777560858
Thirumangalam,21,6,8,1,0,0,0.4924970379431651
Anna Nagar East,22,4,3,0,0,0,0.16880076562586216
St. Thomas Mount,18,1,6,0,0,1,0.7930709193166436
Thirumangalam,6,3,11,0,0,0,0.3694387004382297
Koyambedu,1,4,3,0,0,0,0.3326609729982145
High Court,20,6,1,1,0,0,0.4809330571255436
Tiruvottiyur Theradi,17,6,10,1,0,1,1.0
AG-DMS,20,0,12,0,0,0,0.3505027163366621
Kilpauk,19,6,5,1,0,1,1.0
Sir Theagaraya College,15,2,7,0,0,0,0.4073801424237027
Puratchi Thalaivar Dr. M.G. Ramachandran Central,2,2,7,0,0,0,0.43055976702084797
Government Estate,18,0,5,0,0,1,1.0
Vadapalani,10,6,3,1,0,1,1.0
Thirumangalam,16,1,6,0,0,1,1.0
Anna Nagar East,16,1,3,0,0,1,1.0
St. Thomas Mount,12,2,5,0,0,0,0.58106346604914
Teynampet,17,6,8,1,0,1,1.0
Shenoy Nagar,21,6,6,1,0,0,0.6520391744806224
Guindy,17,4,5,0,0,1,0.8836133723490074
Nehru Park,19,2,11,0,0,1,1.0
Shenoy Nagar,12,2,2,0,0,0,0.3826153942056697
AG-DMS,11,5,8,1,0,0,0.6228936532243384
Koyambedu,0,4,9,0,0,0,0.3308159818866715
Shenoy Nagar,17,3,6,0,0,1,0.933139324656
Tondiarpet,4,3,1,0,0,0,0.3370137597976671
Teynampet,8,6,4,1,0,1,1.0
Kaladipet,5,0,7,0,0,0,0.3783243357734959
Thirumangalam,4,4,6,0,0,0,0.4501947304430751
High Court,11,2,8,0,0,0,0.43733292505144794
Thirumangalam,4,3,6,0,0,0,0.0880682675404209
Chennai International Airport,11,1,5,0,0,0,0.5512781664807079
Anna Nagar East,15,2,11,0,0,0,0.5158066016860938
LIC,6,6,7,1,0,0,0.45048937056145966
Tiruvottiyur Theradi,19,1,7,0,0,1,0.8938102651933074
Kaladipet,1,6,2,1,0,0,0.4895511876343672
Sir Theagaraya College,14,2,12,0,0,0,0.40810394840524805
LIC,22,5,10,1,0,0,0.38007633234034943
Egmore,20,1,12,0,0,0,0.3566546264123075
Anna Nagar East,19,3,9,0,0,1,1.0
Thirumangalam,19,4,8,0,0,1,0.9023659702983006
Nandanam,20,0,8,0,0,0,0.3243440989809316
Anna Nagar Tower,20,2,8,0,0,0,0.2907279927648126
Tiruvottiyur Theradi,4,5,5,1,0,0,0.5221560794771166
Anna Nagar Tower,6,2,11,0,0,0,0.25501538575832944
High Court,1,5,1,1,0,0,0.45862963905463033
LIC,6,6,5,1,0,0,0.3323739167150915
AG-DMS,6,4,10,0,0,0,0.49028427224550286
St. Thomas Mount,14,2,11,0,0,0,0.34399591445387095
Tollgate,0,1,9,0,0,0,0.23098507625448708
Kaladipet,15,6,5,1,0,0,0.6691463895406932
Tiruvottiyur Theradi,5,0,10,0,0,0,0.20424434333959035
LIC,9,3,9,0,0,1,0.7986331022924
AG-DMS,0,2,1,0,0,0,0.37669500199354505
Ekkattuthangal,9,5,1,1,0,1,1.0
Puratchi Thalaivar Dr. M.G. Ramachandran Central,19,2,5,0,0,1,1.0
Teynampet,3,0,8,0,0,0,0.3210893533368805
Thousand Lights,12,6,7,1,0,0,0.6025402137933652
Government Estate,3,5,11,1,1,0,0.8530126071710268
Government Estate,7,3,5,0,0,1,0.875598101050674
Tollgate,6,6,1,1,0,0,0.36890611442061616
Meenambakkam,17,4,11,0,0,1,0.8547598754471321
Guindy,20,5,5,1,0,0,0.7050174608295018
Washermanpet,2,2,4,0,0,0,0.18819689720315216
Guindy,20,0,3,0,0,0,0.34116645534959433
Nandanam,8,3,6,0,0,1,1.0
Kaladipet,15,6,1,1,0,0,0.4748987558749162
LIC,21,5,10,1,0,0,0.3886320084426
St. Thomas Mount,4,0,8,0,0,0,0.1693348201243262
Thirumangalam,8,2,2,0,0,1,1.0
Alandur,8,2,12,0,0,1,0.8441460999250571
Tollgate,15,5,11,1,0,0,0.5463671533324727
Anna Nagar Tower,10,0,8,0,0,1,1.0
Tiruvottiyur,10,5,1,1,0,1,1.0
Tollgate,5,0,7,0,0,0,0.1489893386252541
Alandur,10,4,12,0,0,1,0.9979458275186701
Arumbakkam,11,4,4,0,0,0,0.4512007472756932
LIC,1,3,6,0,0,0,0.3580658261384664
Egmore,3,5,8,1,0,0,0.4479172315236866
Teynampet,13,0,7,0,0,0,0.4609603713643165
Anna Nagar East,6,6,11,1,0,0,0.5253454948097486
Sir Theagaraya College,2,1,8,0,0,0,0.3636308160403523
Tondiarpet,19,6,4,1,0,1,1.0
Guindy,14,0,4,0,0,0,0.5876991758425397
Tiruvottiyur,19,6,2,1,0,1,1.0
Government Estate,14,3,10,0,0,0,0.6378940396260422
High Court,12,3,9,0,0,0,0.5019799228766989
Wimco Nagar Depot,7,3,7,0,0,1,0.9173227602289503
Little Mount,5,1,1,0,0,0,0.24975529006151298
Saidapet,7,2,6,0,0,1,1.0
Anna Nagar East,5,3,8,0,0,0,0.21573445685659748
Egmore,2,4,1,0,0,0,0.3604871160654183
Koyambedu,12,5,1,1,0,0,0.7364395027764993
Shenoy Nagar,23,0,9,0,0,0,0.16305974469915901
Nandanam,9,3,7,0,0,1,0.7299835992079873
Nanganallur Road,13,5,10,1,0,0,0.5999677833884464
Tiruvottiyur,2,1,10,0,0,0,0.3392085323461845
Nandanam,19,3,5,0,0,1,1.0
AG-DMS,12,4,5,0,0,0,0.3229426656259732
Thirumangalam,9,3,8,0,0,1,1.0
Shenoy Nagar,9,5,8,1,0,1,1.0
Saidapet,10,6,11,1,0,1,1.0
Guindy,17,5,11,1,0,1,1.0
Koyambedu,14,1,1,0,0,0,0.5962084647736877
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,2,3,11,0,1,0,0.7274481650611987
Saidapet,14,3,5,0,0,0,0.6508069708424951
Vadapalani,21,6,5,1,0,0,0.370175120550691
Tiruvottiyur Theradi,15,0,8,0,0,0,0.5769038392668164
Pachaiyappa's College,2,3,12,0,0,0,0.2367533031307521
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,4,4,8,0,0,0,0.2524457146362063
Saidapet,23,2,1,0,1,0,0.4748305627925333
Tiruvottiyur,8,6,5,1,0,1,0.9634677237526024
Nanganallur Road,17,5,8,1,0,1,1.0
Tollgate,6,3,6,0,0,0,0.4177866901745609
Mannadi,12,6,8,1,0,0,0.7599799219958906
Tondiarpet,21,5,9,1,0,0,0.5226842802442224
Kaladipet,21,6,11,1,0,0,0.6063673914052036
Ekkattuthangal,0,3,6,0,0,0,0.26179326609476233
Anna Nagar East,20,2,11,0,0,0,0.4612275257446538
Meenambakkam,9,0,6,0,0,1,1.0
Ekkattuthangal,17,5,8,1,0,1,1.0
Alandur,10,2,11,0,0,1,0.8926105261067518
Alandur,3,1,6,0,0,0,0.33647799721146726
Puratchi Thalaivar Dr. M.G. Ramachandran Central,7,2,10,0,0,1,1.0
Anna Nagar East,1,6,1,1,0,0,0.30245114586609634
Kilpauk,7,1,2,0,0,1,0.9915927198562347
Shenoy Nagar,8,2,6,0,0,1,1.0
Arumbakkam,0,3,9,0,0,0,0.2954584597598316
Chennai International Airport,5,6,7,1,0,0,0.539248142556812
Tiruvottiyur,2,2,7,0,0,0,0.16550518165423858
Tondiarpet,15,6,7,1,0,0,0.6579152182744252
AG-DMS,14,5,11,1,1,0,1.0
Kaladipet,23,5,7,1,0,0,0.384559300327969
High Court,12,6,1,1,0,0,0.5731227379169501
Thirumangalam,22,2,9,0,0,0,0.4460579879101366
Arumbakkam,23,1,8,0,0,0,0.4637705875976242
Nanganallur Road,10,2,2,0,0,1,0.9360060865189234
Thirumangalam,1,3,5,0,0,0,0.18200935577150412
Little Mount,7,0,7,0,0,1,1.0
Kilpauk,7,3,12,0,0,1,0.7724497500853792
High Court,10,4,6,0,0,1,0.8529297222571496
Teynampet,0,5,11,1,0,0,0.4138812805097436
Government Estate,0,2,5,0,0,0,0.23321036229831077
Anna Nagar Tower,14,4,12,0,0,0,0.6209716367408917
Puratchi Thalaivar Dr. M.G. Ramachandran Central,23,1,9,0,0,0,0.07040446743325426
Wimco Nagar Depot,0,4,12,0,0,0,0.47582059213122446
Government Estate,22,2,5,0,0,0,0.334351073967913
Ashok Nagar,5,3,10,0,0,0,0.16992281790211333
Tondiarpet,4,5,9,1,0,0,0.5748900542937504
Vadapalani,20,2,5,0,0,0,0.24005183764948815
Anna Nagar East,23,1,1,0,1,0,0.7969497251214633
Egmore,13,6,1,1,0,0,0.6936841144081032
Mannadi,5,6,6,1,0,0,0.49921343670548235
Ashok Nagar,13,0,5,0,0,0,0.3591410054748264
St. Thomas Mount,8,0,11,0,0,1,1.0
Kaladipet,10,4,8,0,0,1,0.9874551765102648
Nehru Park,0,0,3,0,0,0,0.47831822850239797
Anna Nagar East,4,2,8,0,0,0,0.2682165354447418
Shenoy Nagar,10,4,11,0,0,1,1.0
Tiruvottiyur,3,5,9,1,0,0,0.43878057602551424
Government Estate,20,4,7,0,0,0,0.40696193627288424
LIC,9,4,1,0,1,1,1.0
Teynampet,10,3,10,0,0,1,1.0
High Court,15,5,5,1,0,0,0.6700856917252084
High Court,19,5,6,1,0,1,1.0
Teynampet,4,2,10,0,0,0,0.22159910816979142
Tollgate,16,1,8,0,0,1,1.0
Tollgate,7,4,9,0,0,1,0.9655339519478402
Meenambakkam,9,6,2,1,0,1,1.0
Kilpauk,10,4,2,0,0,1,1.0
Ashok Nagar,19,1,11,0,0,1,0.8961487970020623
Nanganallur Road,11,6,3,1,0,0,0.7273733246176167
Ekkattuthangal,1,4,6,0,0,0,0.2326529867363253
LIC,4,3,1,0,0,0,0.31654876127542747
Chennai International Airport,22,3,11,0,1,0,0.5641229554918593
Arumbakkam,22,3,9,0,0,0,0.30094544390318867
Kilpauk,11,3,4,0,0,0,0.32283332613127613
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,3,4,10,0,0,0,0.273088513029771
Tollgate,15,4,9,0,0,0,0.6461415661910175
AG-DMS,14,6,1,1,0,0,0.7713199390109969
Ekkattuthangal,20,1,5,0,0,0,0.10542407291337588
Little Mount,22,0,7,0,0,0,0.3169604322267817
Tollgate,6,1,2,0,0,0,0.16677140194934853
Nanganallur Road,4,3,10,0,0,0,0.1340519326382913
High Court,16,4,12,0,0,1,0.8569866042062205
Nandanam,11,1,8,0,0,0,0.6353942341209244
Tondiarpet,1,5,4,1,0,0,0.483301450824107
High Court,22,1,11,0,0,0,0.15600846496434068
Ashok Nagar,15,1,1,0,0,0,0.5082840452631631
Nehru Park,4,1,11,0,0,0,0.4185166362016676
Pachaiyappa's College,14,5,4,1,0,0,0.45290302526332515
Ekkattuthangal,23,0,12,0,0,0,0.19844402199831163
Tondiarpet,21,0,1,0,0,0,0.0884883423796588
Tiruvottiyur,16,3,4,0,0,1,1.0
Wimco Nagar,16,5,7,1,0,1,1.0
Anna Nagar East,6,2,6,0,0,0,0.35903366469168524
Mannadi,19,1,5,0,0,1,0.9303937099405657
Ekkattuthangal,17,4,3,0,0,1,1.0
Chennai International Airport,13,1,1,0,0,0,0.4640018204723184
Guindy,6,1,12,0,0,0,0.10749589967438591
High Court,16,0,9,0,0,1,1.0
Meenambakkam,22,1,4,0,0,0,0.2693579689665826
AG-DMS,4,2,3,0,0,0,0.44464695831196754
Puratchi Thalaivar Dr. M.G. Ramachandran Central,11,1,12,0,0,0,0.5178587466691671
Nandanam,6,3,3,0,0,0,0.4437799069017595
Tondiarpet,23,1,9,0,0,0,0.2737018248520405
LIC,13,2,10,0,0,0,0.5243322637042142
Mannadi,6,0,6,0,0,0,0.23390424556059874
Pachaiyappa's College,6,6,6,1,0,0,0.512379453945676
Saidapet,2,2,10,0,1,0,0.5757798043940305
Tollgate,5,1,10,0,0,0,0.36991143226682177
Vadapalani,19,4,10,0,0,1,0.9309784806323923
High Court,15,1,10,0,0,0,0.4241802212825637
Arumbakkam,23,0,10,0,0,0,0.33684898772863947
Little Mount,20,5,1,1,0,0,0.471617085861077
High Court,1,5,11,1,0,0,0.3580488767231423
Nehru Park,23,5,6,1,0,0,0.24290243029802233
Pachaiyappa's College,23,5,12,1,0,0,0.47465165360686035
Nehru Park,5,1,11,0,1,0,0.6698817737689716
Nandanam,8,0,12,0,0,1,1.0
AG-DMS,14,0,3,0,0,0,0.42472610719762044
Koyambedu,18,4,4,0,0,1,1.0
Nanganallur Road,4,2,5,0,0,0,0.4029224488314372
Koyambedu,16,1,1,0,0,1,0.7772488366213335
Little Mount,8,6,2,1,0,1,1.0
AG-DMS,6,0,1,0,0,0,0.3426320908330962
Shenoy Nagar,4,0,5,0,0,0,0.47452454087548496
Wimco Nagar,23,2,12,0,0,0,0.25008138609438557
AG-DMS,9,0,12,0,0,1,0.9803183196593657
Ekkattuthangal,12,3,9,0,0,0,0.4369835693477436
Washermanpet,23,2,11,0,0,0,0.3289315100116677
Meenambakkam,7,1,7,0,0,1,0.7496504443296713
Guindy,5,1,9,0,0,0,0.3865506825310191
Thousand Lights,6,2,8,0,0,0,0.43702104694567323
High Court,9,1,12,0,0,1,0.7502484859264879
Alandur,5,5,3,1,0,0,0.40406421691499295
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,21,5,10,1,0,0,0.47140929814826554
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,8,5,7,1,0,1,1.0
St. Thomas Mount,17,2,1,0,0,1,0.8890438435067223
Teynampet,5,5,11,1,0,0,0.44031109155744763
Washermanpet,9,0,7,0,0,1,0.8974066823194781
Thirumangalam,1,0,5,0,0,0,0.4353599507841968
Wimco Nagar Depot,1,6,1,1,0,0,0.41425262785172773
Wimco Nagar Depot,15,3,5,0,0,0,0.5042567727948091
Saidapet,0,2,8,0,0,0,0.2518627992884271
Nandanam,18,0,4,0,0,1,0.7732517304803177
LIC,2,0,5,0,0,0,0.15138770134702098
Koyambedu,11,5,4,1,0,0,0.7939239012325436
Kilpauk,20,2,3,0,0,0,0.11800883566464251
Sir Theagaraya College,2,3,5,0,0,0,0.22409069682302468
Thousand Lights,12,0,1,0,0,0,0.5146126735873322
Teynampet,11,6,4,1,0,0,0.998475320327054
Pachaiyappa's College,6,1,1,0,0,0,0.16191162490308822
Nandanam,14,6,9,1,0,0,0.5257425436169091
Vadapalani,12,2,3,0,0,0,0.5123548099378307
Vadapalani,10,6,10,1,0,1,1.0
Nehru Park,9,5,8,1,0,1,0.9235825147789594
Tondiarpet,3,4,4,0,0,0,0.5109645552346233
Tollgate,12,3,3,0,0,0,0.4761930687501478
Mannadi,21,2,3,0,0,0,0.3193380686016265
Nehru Park,6,0,2,0,0,0,0.4691952670578239
Wimco Nagar,11,4,6,0,0,0,0.34954411261343754
Thousand Lights,12,6,1,1,1,0,1.0
Arumbakkam,9,3,1,0,0,1,1.0
AG-DMS,2,0,10,0,0,0,0.3913038820439409
Government Estate,13,5,10,1,0,0,0.7382796794043236
Alandur,12,3,9,0,0,0,0.39613686608128895
Kilpauk,3,6,11,1,0,0,0.47354222647314753
Chennai International Airport,13,5,5,1,0,0,0.6578444285624653
Anna Nagar East,15,6,2,1,0,0,0.8023938952492273
Teynampet,15,1,3,0,0,0,0.6014966166275519
Anna Nagar East,19,3,3,0,0,1,1.0
Little Mount,17,3,11,0,0,1,0.8794451480603297
Meenambakkam,19,4,8,0,0,1,1.0
Kilpauk,7,6,6,1,0,1,1.0
Alandur,17,4,1,0,0,1,0.948027715772547
Government Estate,16,3,11,0,0,1,1.0
Mannadi,16,0,7,0,0,1,1.0
LIC,12,0,1,0,0,0,0.24835388809418366
Guindy,23,3,9,0,0,0,0.4556012561076068
Ashok Nagar,10,6,12,1,0,1,1.0
Anna Nagar Tower,22,0,9,0,0,0,0.4784706776229297
Mannadi,14,6,3,1,0,0,0.6547877981356967
Sir Theagaraya College,21,0,12,0,0,0,0.31146921124615023
Tiruvottiyur Theradi,13,0,1,0,0,0,0.3702345475055449
Thirumangalam,5,3,8,0,0,0,0.17949890062678464
Thousand Lights,9,0,4,0,0,1,1.0
Meenambakkam,11,5,6,1,0,0,0.6512083325824511
Shenoy Nagar,16,0,7,0,0,1,1.0
Teynampet,20,1,2,0,0,0,0.454400356317324
Thirumangalam,17,5,3,1,0,1,1.0
Ekkattuthangal,2,0,8,0,0,0,0.35083299867826556
Alandur,17,2,8,0,0,1,1.0
Tondiarpet,10,3,8,0,0,1,1.0
Vadapalani,9,6,1,1,0,1,1.0
Pachaiyappa's College,5,4,4,0,0,0,0.40038799137888603
Anna Nagar Tower,21,6,9,1,0,0,0.26061514992353524
Mannadi,4,6,4,1,0,0,0.7022876794530079
Arumbakkam,13,1,9,0,0,0,0.415465664194957
Chennai International Airport,9,0,6,0,0,1,0.9381069528957444
Nehru Park,3,6,2,1,0,0,0.5121812436329348
Little Mount,21,0,1,0,0,0,0.17780930654479124
Saidapet,6,2,8,0,0,0,0.11852851668598355
Tondiarpet,6,2,12,0,0,0,0.10130692030255467
Washermanpet,6,2,9,0,0,0,0.22935078953852678
Pachaiyappa's College,4,4,1,0,0,0,0.28111551270296553
Guindy,11,1,9,0,0,0,0.44232413129513326
Arumbakkam,17,4,5,0,0,1,0.8640617118370757
Thirumangalam,19,4,9,0,0,1,0.6947681683358706
Anna Nagar Tower,23,5,6,1,0,0,0.2825948428321749
Tondiarpet,16,2,10,0,0,1,1.0
Anna Nagar Tower,4,2,1,0,0,0,0.28688873495255585
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,12,2,11,0,0,0,0.5612912437728683
Shenoy Nagar,12,5,4,1,0,0,0.4627722874352285
Tiruvottiyur,23,2,6,0,0,0,0.4168347597098071
Vadapalani,10,5,2,1,0,1,1.0
Saidapet,9,0,4,0,0,1,1.0
LIC,21,3,2,0,0,0,0.5214597774616363
Ekkattuthangal,4,5,10,1,0,0,0.59130709276431
Government Estate,4,1,11,0,0,0,0.32681103689796864
Arumbakkam,21,6,11,1,0,0,0.6631728326410314
Washermanpet,15,2,6,0,0,0,0.6334043530139357
Chennai International Airport,9,5,2,1,0,1,1.0
Tondiarpet,2,3,12,0,0,0,0.1862862947181631
Wimco Nagar Depot,10,5,12,1,0,1,1.0
Little Mount,5,4,9,0,0,0,0.37114683127295306
Shenoy Nagar,6,0,4,0,0,0,0.38863504926391484
Nandanam,1,6,11,1,0,0,0.5319171628487803
Kilpauk,16,0,10,0,0,1,0.9368461779578368
Little Mount,18,5,12,1,0,1,1.0
Washermanpet,13,6,2,1,0,0,0.6270024400255242
LIC,12,6,9,1,0,0,0.5858678161318908
Guindy,20,5,7,1,0,0,0.358756351426865
High Court,0,5,2,1,0,0,0.43777992368744484
Tiruvottiyur,15,6,10,1,0,0,0.640576465718244
Alandur,2,3,10,0,0,0,0.40777227558444495
Teynampet,22,6,3,1,0,0,0.31498078305607535
Kaladipet,15,3,3,0,0,0,0.48280421878490354
Guindy,7,5,8,1,0,1,1.0
Kilpauk,8,6,8,1,0,1,1.0
Koyambedu,15,4,10,0,1,0,0.931863849197026
Kaladipet,15,4,12,0,0,0,0.44015223325021274
Tollgate,18,5,6,1,0,1,1.0
Alandur,20,3,7,0,0,0,0.10975558569386239
Alandur,19,0,10,0,0,1,1.0
Egmore,14,5,2,1,0,0,0.5436723185401517
Anna Nagar East,16,0,2,0,0,1,0.8856471980629658
High Court,17,4,8,0,0,1,1.0
St. Thomas Mount,10,2,3,0,0,1,1.0
Saidapet,8,6,12,1,1,1,1.0
Nandanam,18,5,8,1,0,1,1.0
Anna Nagar East,4,4,3,0,0,0,0.3175355562464105
Little Mount,14,6,11,1,0,0,0.8737786990820804
Kaladipet,15,5,10,1,0,0,0.7346755634895554
LIC,22,5,9,1,0,0,0.5059849714350805
Wimco Nagar Depot,9,1,1,0,1,1,1.0
Alandur,11,2,10,0,0,0,0.34202339170987933
Vadapalani,0,6,3,1,0,0,0.4733231888498628
Anna Nagar Tower,15,1,7,0,0,0,0.4736676622483455
Mannadi,17,6,8,1,0,1,0.9526461772483852
Tiruvottiyur,18,2,9,0,0,1,1.0
Puratchi Thalaivar Dr. M.G. Ramachandran Central,5,5,8,1,0,0,0.2799540445756543
Ekkattuthangal,21,3,12,0,0,0,0.3033849010746479
St. Thomas Mount,6,1,12,0,1,0,0.7030043573398974
Thousand Lights,19,3,6,0,0,1,0.8452457775678364
Meenambakkam,17,2,5,0,0,1,0.9518994572973891
Alandur,11,3,6,0,0,0,0.502894431147402
Pachaiyappa's College,6,3,12,0,0,0,0.11135676280319809
Government Estate,12,1,10,0,0,0,0.580058144301622
Tiruvottiyur Theradi,0,1,5,0,0,0,0.3384467237694164
Puratchi Thalaivar Dr. M.G. Ramachandran Central,10,2,8,0,0,1,0.8347267099234502
Mannadi,12,0,2,0,0,0,0.5583008003224313
Government Estate,3,0,4,0,0,0,0.4062842275304589
Puratchi Thalaivar Dr. M.G. Ramachandran Central,21,6,1,1,1,0,0.5719099175461335
Anna Nagar Tower,5,2,9,0,0,0,0.2299710307176821
Anna Nagar East,12,1,3,0,0,0,0.49332520933956464
Tiruvottiyur Theradi,14,4,6,0,0,0,0.4562841445892157
Vadapalani,18,1,2,0,0,1,1.0
Puratchi Thalaivar Dr. M.G. Ramachandran Central,7,2,12,0,1,1,1.0
Wimco Nagar Depot,16,0,12,0,0,1,0.9685386315762896
Nanganallur Road,17,0,10,0,0,1,1.0
Mannadi,10,0,5,0,0,1,0.9165291242951875
Guindy,20,3,5,0,0,0,0.416208826903472
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,9,4,7,0,0,1,1.0
Meenambakkam,22,0,1,0,1,0,0.7869186653951459
Wimco Nagar,2,5,2,1,0,0,0.3917718639015584
Ekkattuthangal,21,1,5,0,0,0,0.3963283783782592
St. Thomas Mount,22,2,6,0,0,0,0.14657120786089375
Anna Nagar East,13,4,3,0,0,0,0.6183020403166836
Sir Theagaraya College,5,3,11,0,0,0,0.4462041538684118
Egmore,4,2,7,0,0,0,0.2526275212824375
Kaladipet,2,0,9,0,0,0,0.22456878266445734
Puratchi Thalaivar Dr. M.G. Ramachandran Central,9,6,8,1,0,1,1.0
Kaladipet,19,0,1,0,0,1,1.0
Puratchi Thalaivar Dr. M.G. Ramachandran Central,20,2,1,0,0,0,0.21802580398915153
Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,9,1,9,0,0,1,1.0
Government Estate,18,2,9,0,0,1,0.7929414065563591
Tiruvottiyur Theradi,21,5,12,1,0,0,0.2167036131831599
Vadapalani,10,6,9,1,0,1,1.0
Arumbakkam,4,6,9,1,0,0,0.7160939956585669
